<Rules>,,,,,,,,,,,,
Colors,11,D,E,F,G,H,I,J,K,L,M,N
Clarities,10,VVS1,VVS2,VS1,VS2,SI1,SI2,SI3,I1,I2,I3,
EX,SI1,M,2.5356,2.5855,2.5,Diameter,,,,,,
EX,SI2,M,2.5356,2.5855,2.3,Diameter,,,,,,
EX,SI3,M,2.5356,2.5855,1.9,Diameter,,,,,,
EX,I1,M,2.5356,2.5855,1.7,Diameter,,,,,,
EX,I2,M,2.5356,2.5855,1.15,Diameter,,,,,,
EX,I3,M,2.5356,2.5855,0.9,Diameter,,,,,,
EX,VVS1,N,2.5356,2.5855,0,Diameter,,,,,,
EX,VVS2,N,2.5356,2.5855,0,Diameter,,,,,,
EX,VS1,N,2.5356,2.5855,0,Diameter,,,,,,
EX,VS2,N,2.5356,2.5855,0,Diameter,,,,,,
EX,SI1,N,2.5356,2.5855,0,Diameter,,,,,,
EX,SI2,N,2.5356,2.5855,0,Diameter,,,,,,
EX,SI3,N,2.5356,2.5855,0,Diameter,,,,,,
EX,I1,N,2.5356,2.5855,0,Diameter,,,,,,
EX,I2,N,2.5356,2.5855,0,Diameter,,,,,,
EX,I3,N,2.5356,2.5855,0,Diameter,,,,,,
EX,VVS1,D,2.5856,2.6355,7.55,Diameter,,,,,,
EX,VVS2,D,2.5856,2.6355,0.01,Diameter,,,,,,
EX,VS1,D,2.5856,2.6355,5.7,Diameter,,,,,,
EX,VS2,D,2.5856,2.6355,5.1,Diameter,,,,,,
EX,SI1,D,2.5856,2.6355,4.7,Diameter,,,,,,
EX,SI2,D,2.5856,2.6355,4.3,Diameter,,,,,,
EX,SI3,D,2.5856,2.6355,3.85,Diameter,,,,,,
EX,I1,D,2.5856,2.6355,3.45,Diameter,,,,,,
EX,I2,D,2.5856,2.6355,2.5,Diameter,,,,,,
EX,I3,D,2.5856,2.6355,2,Diameter,,,,,,
EX,VVS1,E,2.5856,2.6355,7.55,Diameter,,,,,,
EX,VVS2,E,2.5856,2.6355,0.01,Diameter,,,,,,
EX,VS1,E,2.5856,2.6355,5.7,Diameter,,,,,,
EX,VS2,E,2.5856,2.6355,5.1,Diameter,,,,,,
EX,SI1,E,2.5856,2.6355,4.7,Diameter,,,,,,
EX,SI2,E,2.5856,2.6355,4.3,Diameter,,,,,,
EX,SI3,E,2.5856,2.6355,3.85,Diameter,,,,,,
EX,I1,E,2.5856,2.6355,3.45,Diameter,,,,,,
EX,I2,E,2.5856,2.6355,2.5,Diameter,,,,,,
EX,I3,E,2.5856,2.6355,2,Diameter,,,,,,
EX,VVS1,F,2.5856,2.6355,6.75,Diameter,,,,,,
EX,VVS2,F,2.5856,2.6355,0.01,Diameter,,,,,,
EX,VS1,F,2.5856,2.6355,5.25,Diameter,,,,,,
EX,VS2,F,2.5856,2.6355,4.9,Diameter,,,,,,
EX,SI1,F,2.5856,2.6355,4.5,Diameter,,,,,,
EX,SI2,F,2.5856,2.6355,4.3,Diameter,,,,,,
EX,SI3,F,2.5856,2.6355,3.8,Diameter,,,,,,
EX,I1,F,2.5856,2.6355,3.4,Diameter,,,,,,
EX,I2,F,2.5856,2.6355,2.5,Diameter,,,,,,
EX,I3,F,2.5856,2.6355,2,Diameter,,,,,,
EX,VVS1,G,2.5856,2.6355,6.75,Diameter,,,,,,
EX,VVS2,G,2.5856,2.6355,0.01,Diameter,,,,,,
EX,VS1,G,2.5856,2.6355,5.25,Diameter,,,,,,
EX,VS2,G,2.5856,2.6355,4.9,Diameter,,,,,,
EX,SI1,G,2.5856,2.6355,4.5,Diameter,,,,,,
EX,SI2,G,2.5856,2.6355,4.3,Diameter,,,,,,
EX,SI3,G,2.5856,2.6355,3.8,Diameter,,,,,,
EX,I1,G,2.5856,2.6355,3.4,Diameter,,,,,,
EX,I2,G,2.5856,2.6355,2.5,Diameter,,,,,,
EX,I3,G,2.5856,2.6355,2,Diameter,,,,,,
EX,VVS1,H,2.5856,2.6355,5.6,Diameter,,,,,,
EX,VVS2,H,2.5856,2.6355,0.01,Diameter,,,,,,
EX,VS1,H,2.5856,2.6355,4.5,Diameter,,,,,,
EX,VS2,H,2.5856,2.6355,4.35,Diameter,,,,,,
EX,SI1,H,2.5856,2.6355,4.25,Diameter,,,,,,
EX,SI2,H,2.5856,2.6355,3.95,Diameter,,,,,,
EX,SI3,H,2.5856,2.6355,3.4,Diameter,,,,,,
EX,I1,H,2.5856,2.6355,2.9,Diameter,,,,,,
EX,I2,H,2.5856,2.6355,2.2,Diameter,,,,,,
EX,I3,H,2.5856,2.6355,1.7,Diameter,,,,,,
EX,VVS1,I,2.5856,2.6355,5.6,Diameter,,,,,,
EX,VVS2,I,2.5856,2.6355,0.01,Diameter,,,,,,
EX,VS1,I,2.5856,2.6355,4.5,Diameter,,,,,,
EX,VS2,I,2.5856,2.6355,4.35,Diameter,,,,,,
EX,SI1,I,2.5856,2.6355,4.25,Diameter,,,,,,
EX,SI2,I,2.5856,2.6355,3.95,Diameter,,,,,,
EX,SI3,I,2.5856,2.6355,3.4,Diameter,,,,,,
EX,I1,I,2.5856,2.6355,2.9,Diameter,,,,,,
EX,I2,I,2.5856,2.6355,2.2,Diameter,,,,,,
EX,I3,I,2.5856,2.6355,1.7,Diameter,,,,,,
EX,VVS1,J,2.5856,2.6355,4.35,Diameter,,,,,,
EX,VVS2,J,2.5856,2.6355,0.01,Diameter,,,,,,
EX,VS1,J,2.5856,2.6355,4.15,Diameter,,,,,,
EX,VS2,J,2.5856,2.6355,4.1,Diameter,,,,,,
EX,SI1,J,2.5856,2.6355,3.5,Diameter,,,,,,
EX,SI2,J,2.5856,2.6355,3.3,Diameter,,,,,,
EX,SI3,J,2.5856,2.6355,2.7,Diameter,,,,,,
EX,I1,J,2.5856,2.6355,2.4,Diameter,,,,,,
EX,I2,J,2.5856,2.6355,1.6,Diameter,,,,,,
EX,I3,J,2.5856,2.6355,1.25,Diameter,,,,,,
EX,VVS1,K,2.5856,2.6355,4.35,Diameter,,,,,,
EX,VVS2,K,2.5856,2.6355,0.01,Diameter,,,,,,
EX,VS1,K,2.5856,2.6355,4.15,Diameter,,,,,,
EX,VS2,K,2.5856,2.6355,4.1,Diameter,,,,,,
EX,SI1,K,2.5856,2.6355,3.5,Diameter,,,,,,
EX,SI2,K,2.5856,2.6355,3.3,Diameter,,,,,,
EX,SI3,K,2.5856,2.6355,2.7,Diameter,,,,,,
EX,I1,K,2.5856,2.6355,2.4,Diameter,,,,,,
EX,I2,K,2.5856,2.6355,1.6,Diameter,,,,,,
EX,I3,K,2.5856,2.6355,1.25,Diameter,,,,,,
EX,VVS1,L,2.5856,2.6355,3.2,Diameter,,,,,,
EX,VVS2,L,2.5856,2.6355,0.01,Diameter,,,,,,
EX,VS1,L,2.5856,2.6355,2.95,Diameter,,,,,,
EX,VS2,L,2.5856,2.6355,2.8,Diameter,,,,,,
EX,SI1,L,2.5856,2.6355,2.5,Diameter,,,,,,
EX,SI2,L,2.5856,2.6355,2.3,Diameter,,,,,,
EX,SI3,L,2.5856,2.6355,1.9,Diameter,,,,,,
EX,I1,L,2.5856,2.6355,1.7,Diameter,,,,,,
EX,I2,L,2.5856,2.6355,1.15,Diameter,,,,,,
EX,I3,L,2.5856,2.6355,0.9,Diameter,,,,,,
EX,VVS1,M,2.5856,2.6355,3.2,Diameter,,,,,,
EX,VVS2,M,2.5856,2.6355,0.01,Diameter,,,,,,
EX,VS1,M,2.5856,2.6355,2.95,Diameter,,,,,,
EX,VS2,M,2.5856,2.6355,2.8,Diameter,,,,,,
EX,SI1,M,2.5856,2.6355,2.5,Diameter,,,,,,
EX,SI2,M,2.5856,2.6355,2.3,Diameter,,,,,,
EX,SI3,M,2.5856,2.6355,1.9,Diameter,,,,,,
EX,I1,M,2.5856,2.6355,1.7,Diameter,,,,,,
EX,I2,M,2.5856,2.6355,1.15,Diameter,,,,,,
EX,I3,M,2.5856,2.6355,0.9,Diameter,,,,,,
EX,VVS1,N,2.5856,2.6355,0,Diameter,,,,,,
EX,VVS2,N,2.5856,2.6355,0,Diameter,,,,,,
EX,VS1,N,2.5856,2.6355,0,Diameter,,,,,,
EX,VS2,N,2.5856,2.6355,0,Diameter,,,,,,
EX,SI1,N,2.5856,2.6355,0,Diameter,,,,,,
EX,SI2,N,2.5856,2.6355,0,Diameter,,,,,,
EX,SI3,N,2.5856,2.6355,0,Diameter,,,,,,
EX,I1,N,2.5856,2.6355,0,Diameter,,,,,,
EX,I2,N,2.5856,2.6355,0,Diameter,,,,,,
EX,I3,N,2.5856,2.6355,0,Diameter,,,,,,
EX,VVS1,D,2.6356,2.6855,7.55,Diameter,,,,,,
EX,VVS2,D,2.6356,2.6855,0.01,Diameter,,,,,,
EX,VS1,D,2.6356,2.6855,5.7,Diameter,,,,,,
EX,VS2,D,2.6356,2.6855,5.1,Diameter,,,,,,
EX,SI1,D,2.6356,2.6855,4.7,Diameter,,,,,,
EX,SI2,D,2.6356,2.6855,4.3,Diameter,,,,,,
EX,SI3,D,2.6356,2.6855,3.85,Diameter,,,,,,
EX,I1,D,2.6356,2.6855,3.45,Diameter,,,,,,
EX,I2,D,2.6356,2.6855,2.5,Diameter,,,,,,
EX,I3,D,2.6356,2.6855,2,Diameter,,,,,,
EX,VVS1,E,2.6356,2.6855,7.55,Diameter,,,,,,
EX,VVS2,E,2.6356,2.6855,0.01,Diameter,,,,,,
EX,VS1,E,2.6356,2.6855,5.7,Diameter,,,,,,
EX,VS2,E,2.6356,2.6855,5.1,Diameter,,,,,,
EX,SI1,E,2.6356,2.6855,4.7,Diameter,,,,,,
EX,SI2,E,2.6356,2.6855,4.3,Diameter,,,,,,
EX,SI3,E,2.6356,2.6855,3.85,Diameter,,,,,,
EX,I1,E,2.6356,2.6855,3.45,Diameter,,,,,,
EX,I2,E,2.6356,2.6855,2.5,Diameter,,,,,,
EX,I3,E,2.6356,2.6855,2,Diameter,,,,,,
EX,VVS1,F,2.6356,2.6855,6.75,Diameter,,,,,,
EX,VVS2,F,2.6356,2.6855,0.01,Diameter,,,,,,
EX,VS1,F,2.6356,2.6855,5.25,Diameter,,,,,,
EX,VS2,F,2.6356,2.6855,4.9,Diameter,,,,,,
EX,SI1,F,2.6356,2.6855,4.5,Diameter,,,,,,
EX,SI2,F,2.6356,2.6855,4.3,Diameter,,,,,,
EX,SI3,F,2.6356,2.6855,3.8,Diameter,,,,,,
EX,I1,F,2.6356,2.6855,3.4,Diameter,,,,,,
EX,I2,F,2.6356,2.6855,2.5,Diameter,,,,,,
EX,I3,F,2.6356,2.6855,2,Diameter,,,,,,
EX,VVS1,G,2.6356,2.6855,6.75,Diameter,,,,,,
EX,VVS2,G,2.6356,2.6855,0.01,Diameter,,,,,,
EX,VS1,G,2.6356,2.6855,5.25,Diameter,,,,,,
EX,VS2,G,2.6356,2.6855,4.9,Diameter,,,,,,
EX,SI1,G,2.6356,2.6855,4.5,Diameter,,,,,,
EX,SI2,G,2.6356,2.6855,4.3,Diameter,,,,,,
EX,SI3,G,2.6356,2.6855,3.8,Diameter,,,,,,
EX,I1,G,2.6356,2.6855,3.4,Diameter,,,,,,
EX,I2,G,2.6356,2.6855,2.5,Diameter,,,,,,
EX,I3,G,2.6356,2.6855,2,Diameter,,,,,,
EX,VVS1,H,2.6356,2.6855,5.6,Diameter,,,,,,
EX,VVS2,H,2.6356,2.6855,0.01,Diameter,,,,,,
EX,VS1,H,2.6356,2.6855,4.5,Diameter,,,,,,
EX,VS2,H,2.6356,2.6855,4.35,Diameter,,,,,,
EX,SI1,H,2.6356,2.6855,4.25,Diameter,,,,,,
EX,SI2,H,2.6356,2.6855,3.95,Diameter,,,,,,
EX,SI3,H,2.6356,2.6855,3.4,Diameter,,,,,,
EX,I1,H,2.6356,2.6855,2.9,Diameter,,,,,,
EX,I2,H,2.6356,2.6855,2.2,Diameter,,,,,,
EX,I3,H,2.6356,2.6855,1.7,Diameter,,,,,,
EX,VVS1,I,2.6356,2.6855,5.6,Diameter,,,,,,
EX,VVS2,I,2.6356,2.6855,0.01,Diameter,,,,,,
EX,VS1,I,2.6356,2.6855,4.5,Diameter,,,,,,
EX,VS2,I,2.6356,2.6855,4.35,Diameter,,,,,,
EX,SI1,I,2.6356,2.6855,4.25,Diameter,,,,,,
EX,SI2,I,2.6356,2.6855,3.95,Diameter,,,,,,
EX,SI3,I,2.6356,2.6855,3.4,Diameter,,,,,,
EX,I1,I,2.6356,2.6855,2.9,Diameter,,,,,,
EX,I2,I,2.6356,2.6855,2.2,Diameter,,,,,,
EX,I3,I,2.6356,2.6855,1.7,Diameter,,,,,,
EX,VVS1,J,2.6356,2.6855,4.35,Diameter,,,,,,
EX,VVS2,J,2.6356,2.6855,0.01,Diameter,,,,,,
EX,VS1,J,2.6356,2.6855,4.15,Diameter,,,,,,
EX,VS2,J,2.6356,2.6855,4.1,Diameter,,,,,,
EX,SI1,J,2.6356,2.6855,3.5,Diameter,,,,,,
EX,SI2,J,2.6356,2.6855,3.3,Diameter,,,,,,
EX,SI3,J,2.6356,2.6855,2.7,Diameter,,,,,,
EX,I1,J,2.6356,2.6855,2.4,Diameter,,,,,,
EX,I2,J,2.6356,2.6855,1.6,Diameter,,,,,,
EX,I3,J,2.6356,2.6855,1.25,Diameter,,,,,,
EX,VVS1,K,2.6356,2.6855,4.35,Diameter,,,,,,
EX,VVS2,K,2.6356,2.6855,0.01,Diameter,,,,,,
EX,VS1,K,2.6356,2.6855,4.15,Diameter,,,,,,
EX,VS2,K,2.6356,2.6855,4.1,Diameter,,,,,,
EX,SI1,K,2.6356,2.6855,3.5,Diameter,,,,,,
EX,SI2,K,2.6356,2.6855,3.3,Diameter,,,,,,
EX,SI3,K,2.6356,2.6855,2.7,Diameter,,,,,,
EX,I1,K,2.6356,2.6855,2.4,Diameter,,,,,,
EX,I2,K,2.6356,2.6855,1.6,Diameter,,,,,,
EX,I3,K,2.6356,2.6855,1.25,Diameter,,,,,,
EX,VVS1,L,2.6356,2.6855,3.2,Diameter,,,,,,
EX,VVS2,L,2.6356,2.6855,0.01,Diameter,,,,,,
EX,VS1,L,2.6356,2.6855,2.95,Diameter,,,,,,
EX,VS2,L,2.6356,2.6855,2.8,Diameter,,,,,,
EX,SI1,L,2.6356,2.6855,2.5,Diameter,,,,,,
EX,SI2,L,2.6356,2.6855,2.3,Diameter,,,,,,
EX,SI3,L,2.6356,2.6855,1.9,Diameter,,,,,,
EX,I1,L,2.6356,2.6855,1.7,Diameter,,,,,,
EX,I2,L,2.6356,2.6855,1.15,Diameter,,,,,,
EX,I3,L,2.6356,2.6855,0.9,Diameter,,,,,,
EX,VVS1,M,2.6356,2.6855,3.2,Diameter,,,,,,
EX,VVS2,M,2.6356,2.6855,0.01,Diameter,,,,,,
EX,VS1,M,2.6356,2.6855,2.95,Diameter,,,,,,
EX,VS2,M,2.6356,2.6855,2.8,Diameter,,,,,,
EX,SI1,M,2.6356,2.6855,2.5,Diameter,,,,,,
EX,SI2,M,2.6356,2.6855,2.3,Diameter,,,,,,
EX,SI3,M,2.6356,2.6855,1.9,Diameter,,,,,,
EX,I1,M,2.6356,2.6855,1.7,Diameter,,,,,,
EX,I2,M,2.6356,2.6855,1.15,Diameter,,,,,,
EX,I3,M,2.6356,2.6855,0.9,Diameter,,,,,,
EX,VVS1,N,2.6356,2.6855,0,Diameter,,,,,,
EX,VVS2,N,2.6356,2.6855,0,Diameter,,,,,,
EX,VS1,N,2.6356,2.6855,0,Diameter,,,,,,
EX,VS2,N,2.6356,2.6855,0,Diameter,,,,,,
EX,SI1,N,2.6356,2.6855,0,Diameter,,,,,,
EX,SI2,N,2.6356,2.6855,0,Diameter,,,,,,
EX,SI3,N,2.6356,2.6855,0,Diameter,,,,,,
EX,I1,N,2.6356,2.6855,0,Diameter,,,,,,
EX,I2,N,2.6356,2.6855,0,Diameter,,,,,,
EX,I3,N,2.6356,2.6855,0,Diameter,,,,,,
EX,VVS1,D,2.6856,2.7355,7.55,Diameter,,,,,,
EX,VVS2,D,2.6856,2.7355,0.01,Diameter,,,,,,
EX,VS1,D,2.6856,2.7355,5.7,Diameter,,,,,,
EX,VS2,D,2.6856,2.7355,5.1,Diameter,,,,,,
EX,SI1,D,2.6856,2.7355,4.7,Diameter,,,,,,
EX,SI2,D,2.6856,2.7355,4.3,Diameter,,,,,,
EX,SI3,D,2.6856,2.7355,3.85,Diameter,,,,,,
EX,I1,D,2.6856,2.7355,3.45,Diameter,,,,,,
EX,I2,D,2.6856,2.7355,2.5,Diameter,,,,,,
EX,I3,D,2.6856,2.7355,2,Diameter,,,,,,
EX,VVS1,E,2.6856,2.7355,7.55,Diameter,,,,,,
EX,VVS2,E,2.6856,2.7355,0.01,Diameter,,,,,,
EX,VS1,E,2.6856,2.7355,5.7,Diameter,,,,,,
EX,VS2,E,2.6856,2.7355,5.1,Diameter,,,,,,
EX,SI1,E,2.6856,2.7355,4.7,Diameter,,,,,,
EX,SI2,E,2.6856,2.7355,4.3,Diameter,,,,,,
EX,SI3,E,2.6856,2.7355,3.85,Diameter,,,,,,
EX,I1,E,2.6856,2.7355,3.45,Diameter,,,,,,
EX,I2,E,2.6856,2.7355,2.5,Diameter,,,,,,
EX,I3,E,2.6856,2.7355,2,Diameter,,,,,,
EX,VVS1,F,2.6856,2.7355,6.75,Diameter,,,,,,
EX,VVS2,F,2.6856,2.7355,0.01,Diameter,,,,,,
EX,VS1,F,2.6856,2.7355,5.25,Diameter,,,,,,
EX,VS2,F,2.6856,2.7355,4.9,Diameter,,,,,,
EX,SI1,F,2.6856,2.7355,4.5,Diameter,,,,,,
EX,SI2,F,2.6856,2.7355,4.3,Diameter,,,,,,
EX,SI3,F,2.6856,2.7355,3.8,Diameter,,,,,,
EX,I1,F,2.6856,2.7355,3.4,Diameter,,,,,,
EX,I2,F,2.6856,2.7355,2.5,Diameter,,,,,,
EX,I3,F,2.6856,2.7355,2,Diameter,,,,,,
EX,VVS1,G,2.6856,2.7355,6.75,Diameter,,,,,,
EX,VVS2,G,2.6856,2.7355,0.01,Diameter,,,,,,
EX,VS1,G,2.6856,2.7355,5.25,Diameter,,,,,,
EX,VS2,G,2.6856,2.7355,4.9,Diameter,,,,,,
EX,SI1,G,2.6856,2.7355,4.5,Diameter,,,,,,
EX,SI2,G,2.6856,2.7355,4.3,Diameter,,,,,,
EX,SI3,G,2.6856,2.7355,3.8,Diameter,,,,,,
EX,I1,G,2.6856,2.7355,3.4,Diameter,,,,,,
EX,I2,G,2.6856,2.7355,2.5,Diameter,,,,,,
EX,I3,G,2.6856,2.7355,2,Diameter,,,,,,
EX,VVS1,H,2.6856,2.7355,5.4,Diameter,,,,,,
EX,VVS2,H,2.6856,2.7355,0.01,Diameter,,,,,,
EX,VS1,H,2.6856,2.7355,4.3,Diameter,,,,,,
EX,VS2,H,2.6856,2.7355,4.15,Diameter,,,,,,
EX,SI1,H,2.6856,2.7355,4.05,Diameter,,,,,,
EX,SI2,H,2.6856,2.7355,3.95,Diameter,,,,,,
EX,SI3,H,2.6856,2.7355,3.4,Diameter,,,,,,
EX,I1,H,2.6856,2.7355,2.9,Diameter,,,,,,
EX,I2,H,2.6856,2.7355,2.2,Diameter,,,,,,
EX,I3,H,2.6856,2.7355,1.7,Diameter,,,,,,
EX,VVS1,I,2.6856,2.7355,5.4,Diameter,,,,,,
EX,VVS2,I,2.6856,2.7355,0.01,Diameter,,,,,,
EX,VS1,I,2.6856,2.7355,4.3,Diameter,,,,,,
EX,VS2,I,2.6856,2.7355,4.15,Diameter,,,,,,
EX,SI1,I,2.6856,2.7355,4.05,Diameter,,,,,,
EX,SI2,I,2.6856,2.7355,3.95,Diameter,,,,,,
EX,SI3,I,2.6856,2.7355,3.4,Diameter,,,,,,
EX,I1,I,2.6856,2.7355,2.9,Diameter,,,,,,
EX,I2,I,2.6856,2.7355,2.2,Diameter,,,,,,
EX,I3,I,2.6856,2.7355,1.7,Diameter,,,,,,
EX,VVS1,J,2.6856,2.7355,4.45,Diameter,,,,,,
EX,VVS2,J,2.6856,2.7355,0.01,Diameter,,,,,,
EX,VS1,J,2.6856,2.7355,4.45,Diameter,,,,,,
EX,VS2,J,2.6856,2.7355,4.1,Diameter,,,,,,
EX,SI1,J,2.6856,2.7355,3.5,Diameter,,,,,,
EX,SI2,J,2.6856,2.7355,3.3,Diameter,,,,,,
EX,SI3,J,2.6856,2.7355,2.7,Diameter,,,,,,
EX,I1,J,2.6856,2.7355,2.4,Diameter,,,,,,
EX,I2,J,2.6856,2.7355,1.6,Diameter,,,,,,
EX,I3,J,2.6856,2.7355,1.25,Diameter,,,,,,
EX,VVS1,K,2.6856,2.7355,4.45,Diameter,,,,,,
EX,VVS2,K,2.6856,2.7355,0.01,Diameter,,,,,,
EX,VS1,K,2.6856,2.7355,4.45,Diameter,,,,,,
EX,VS2,K,2.6856,2.7355,4.1,Diameter,,,,,,
EX,SI1,K,2.6856,2.7355,3.5,Diameter,,,,,,
EX,SI2,K,2.6856,2.7355,3.3,Diameter,,,,,,
EX,SI3,K,2.6856,2.7355,2.7,Diameter,,,,,,
EX,I1,K,2.6856,2.7355,2.4,Diameter,,,,,,
EX,I2,K,2.6856,2.7355,1.6,Diameter,,,,,,
EX,I3,K,2.6856,2.7355,1.25,Diameter,,,,,,
EX,VVS1,L,2.6856,2.7355,3.2,Diameter,,,,,,
EX,VVS2,L,2.6856,2.7355,0.01,Diameter,,,,,,
EX,VS1,L,2.6856,2.7355,2.95,Diameter,,,,,,
EX,VS2,L,2.6856,2.7355,2.8,Diameter,,,,,,
EX,SI1,L,2.6856,2.7355,2.5,Diameter,,,,,,
EX,SI2,L,2.6856,2.7355,2.3,Diameter,,,,,,
EX,SI3,L,2.6856,2.7355,1.9,Diameter,,,,,,
EX,I1,L,2.6856,2.7355,1.7,Diameter,,,,,,
EX,I2,L,2.6856,2.7355,1.15,Diameter,,,,,,
EX,I3,L,2.6856,2.7355,0.9,Diameter,,,,,,
EX,VVS1,M,2.6856,2.7355,3.2,Diameter,,,,,,
EX,VVS2,M,2.6856,2.7355,0.01,Diameter,,,,,,
EX,VS1,M,2.6856,2.7355,2.95,Diameter,,,,,,
EX,VS2,M,2.6856,2.7355,2.8,Diameter,,,,,,
EX,SI1,M,2.6856,2.7355,2.5,Diameter,,,,,,
EX,SI2,M,2.6856,2.7355,2.3,Diameter,,,,,,
EX,SI3,M,2.6856,2.7355,1.9,Diameter,,,,,,
EX,I1,M,2.6856,2.7355,1.7,Diameter,,,,,,
EX,I2,M,2.6856,2.7355,1.15,Diameter,,,,,,
EX,I3,M,2.6856,2.7355,0.9,Diameter,,,,,,
EX,VVS1,N,2.6856,2.7355,0,Diameter,,,,,,
EX,VVS2,N,2.6856,2.7355,0,Diameter,,,,,,
EX,VS1,N,2.6856,2.7355,0,Diameter,,,,,,
EX,VS2,N,2.6856,2.7355,0,Diameter,,,,,,
EX,SI1,N,2.6856,2.7355,0,Diameter,,,,,,
EX,SI2,N,2.6856,2.7355,0,Diameter,,,,,,
EX,SI3,N,2.6856,2.7355,0,Diameter,,,,,,
EX,I1,N,2.6856,2.7355,0,Diameter,,,,,,
EX,I2,N,2.6856,2.7355,0,Diameter,,,,,,
EX,I3,N,2.6856,2.7355,0,Diameter,,,,,,
EX,VVS1,D,2.7356,2.7855,7.45,Diameter,,,,,,
EX,VVS2,D,2.7356,2.7855,0.01,Diameter,,,,,,
EX,VS1,D,2.7356,2.7855,5.9,Diameter,,,,,,
EX,VS2,D,2.7356,2.7855,5.45,Diameter,,,,,,
EX,SI1,D,2.7356,2.7855,5,Diameter,,,,,,
EX,SI2,D,2.7356,2.7855,4.5,Diameter,,,,,,
EX,SI3,D,2.7356,2.7855,4,Diameter,,,,,,
EX,I1,D,2.7356,2.7855,3.6,Diameter,,,,,,
EX,I2,D,2.7356,2.7855,3,Diameter,,,,,,
EX,I3,D,2.7356,2.7855,2.5,Diameter,,,,,,
EX,VVS1,E,2.7356,2.7855,7.45,Diameter,,,,,,
EX,VVS2,E,2.7356,2.7855,0.01,Diameter,,,,,,
EX,VS1,E,2.7356,2.7855,5.9,Diameter,,,,,,
EX,VS2,E,2.7356,2.7855,5.45,Diameter,,,,,,
EX,SI1,E,2.7356,2.7855,5,Diameter,,,,,,
EX,SI2,E,2.7356,2.7855,4.5,Diameter,,,,,,
EX,SI3,E,2.7356,2.7855,4,Diameter,,,,,,
EX,I1,E,2.7356,2.7855,3.6,Diameter,,,,,,
EX,I2,E,2.7356,2.7855,3,Diameter,,,,,,
EX,I3,E,2.7356,2.7855,2.5,Diameter,,,,,,
EX,VVS1,F,2.7356,2.7855,6.7,Diameter,,,,,,
EX,VVS2,F,2.7356,2.7855,0.01,Diameter,,,,,,
EX,VS1,F,2.7356,2.7855,5.4,Diameter,,,,,,
EX,VS2,F,2.7356,2.7855,5.1,Diameter,,,,,,
EX,SI1,F,2.7356,2.7855,4.7,Diameter,,,,,,
EX,SI2,F,2.7356,2.7855,4.5,Diameter,,,,,,
EX,SI3,F,2.7356,2.7855,4,Diameter,,,,,,
EX,I1,F,2.7356,2.7855,3.6,Diameter,,,,,,
EX,I2,F,2.7356,2.7855,3,Diameter,,,,,,
EX,I3,F,2.7356,2.7855,2.5,Diameter,,,,,,
EX,VVS1,G,2.7356,2.7855,6.7,Diameter,,,,,,
EX,VVS2,G,2.7356,2.7855,0.01,Diameter,,,,,,
EX,VS1,G,2.7356,2.7855,5.4,Diameter,,,,,,
EX,VS2,G,2.7356,2.7855,5.1,Diameter,,,,,,
EX,SI1,G,2.7356,2.7855,4.7,Diameter,,,,,,
EX,SI2,G,2.7356,2.7855,4.5,Diameter,,,,,,
EX,SI3,G,2.7356,2.7855,4,Diameter,,,,,,
EX,I1,G,2.7356,2.7855,3.6,Diameter,,,,,,
EX,I2,G,2.7356,2.7855,3,Diameter,,,,,,
EX,I3,G,2.7356,2.7855,2.5,Diameter,,,,,,
EX,VVS1,H,2.7356,2.7855,5.65,Diameter,,,,,,
EX,VVS2,H,2.7356,2.7855,0.01,Diameter,,,,,,
EX,VS1,H,2.7356,2.7855,4.5,Diameter,,,,,,
EX,VS2,H,2.7356,2.7855,4.35,Diameter,,,,,,
EX,SI1,H,2.7356,2.7855,4.25,Diameter,,,,,,
EX,SI2,H,2.7356,2.7855,3.9,Diameter,,,,,,
EX,SI3,H,2.7356,2.7855,3.35,Diameter,,,,,,
EX,I1,H,2.7356,2.7855,3,Diameter,,,,,,
EX,I2,H,2.7356,2.7855,2.8,Diameter,,,,,,
EX,I3,H,2.7356,2.7855,2.25,Diameter,,,,,,
EX,VVS1,I,2.7356,2.7855,5.65,Diameter,,,,,,
EX,VVS2,I,2.7356,2.7855,0.01,Diameter,,,,,,
EX,VS1,I,2.7356,2.7855,4.5,Diameter,,,,,,
EX,VS2,I,2.7356,2.7855,4.35,Diameter,,,,,,
EX,SI1,I,2.7356,2.7855,4.25,Diameter,,,,,,
EX,SI2,I,2.7356,2.7855,3.9,Diameter,,,,,,
EX,SI3,I,2.7356,2.7855,3.35,Diameter,,,,,,
EX,I1,I,2.7356,2.7855,3,Diameter,,,,,,
EX,I2,I,2.7356,2.7855,2.8,Diameter,,,,,,
EX,I3,I,2.7356,2.7855,2.25,Diameter,,,,,,
EX,VVS1,J,2.7356,2.7855,4.95,Diameter,,,,,,
EX,VVS2,J,2.7356,2.7855,0.01,Diameter,,,,,,
EX,VS1,J,2.7356,2.7855,4.6,Diameter,,,,,,
EX,VS2,J,2.7356,2.7855,4.4,Diameter,,,,,,
EX,SI1,J,2.7356,2.7855,4,Diameter,,,,,,
EX,SI2,J,2.7356,2.7855,3.5,Diameter,,,,,,
EX,SI3,J,2.7356,2.7855,3.1,Diameter,,,,,,
EX,I1,J,2.7356,2.7855,2.6,Diameter,,,,,,
